Key,english
perkAdrenalineRush2LongDesc,"Buff Adrenaline rush giờ sẽ bắt đầu khi máu dưới [4FBE28]35hp[-].\n\nThuốc tiêm kéo dài tác dụng thêm [4FBE28]25%[-]."
perkAdrenalineRush3LongDesc,"Buff Adrenaline rush giờ sẽ bắt đầu khi máu dưới [4FBE28]45hp[-].\n\nThuốc tiêm kéo dài tác dụng thêm [4FBE28]50%[-]."
perkAdrenalineRush4LongDesc,"Buff Adrenaline rush giờ sẽ bắt đầu khi máu dưới [4FBE28]60hp[-].\n\nThuốc tiêm kéo dài tác dụng thêm [4FBE28]100%[-].\nThưởng thêm: Tất cả các loại thuốc tiêm sẽ tốn ít hơn một chai nước muối sinh lý khi chế tạo."

perkDoctorJournalsRank1Desc,"Yên nghỉ (R.I.P)"
perkDoctorJournalsRank2Desc,"Khâu vết thương"
perkDoctorJournalsRank3Desc,"Kê đơn"
perkDoctorJournalsRank4Desc,"Băng bó"
perkDoctorJournalsRank5Desc,"Cưa chân"

perkSurgeonsBooksRank1Desc,"Chết lịm"
perkSurgeonsBooksRank2Desc,"Sẵn sàng (Clear)"
perkSurgeonsBooksRank3Desc,"Hồi sức"
perkSurgeonsBooksRank4Desc,"Hô hấp nhân tạo"
perkSurgeonsBooksRank5Desc,"Sốc điện tim"

BigBoomBoomSkillMagazine,"Bùm Bùm Lớn"
BigBoomBoomSkillMagazineDesc,"Chế tạo thuốc nổ\nCải thiện kỹ năng chế tạo Lựu đạn & Rốc-két.\n\nThổi bay mọi thứ thành bình địa."
craftingBigBoomBoom,"Bùm Bùm Lớn"
craftingBigBoomBoomName,"Bùm Bùm Lớn"
craftingBigBoomBoomDesc,"Đọc [DECEA3]Bùm Bùm Lớn[-] cho phép bạn chế tạo Lựu đạn & Rốc-két."
craftingBigBoomBoomLongDesc,"Mô tả chi tiết"

perkBoomBoomRank1Desc,"Bom bé con"
perkBoomBoomRank2Desc,"Bom anh cả"
perkBoomBoomRank3Desc,"Bom chị đại"
perkBoomBoomRank4Desc,"Bom bố già"
perkBoomBoomRank5Desc,"Bom mẹ bổi"

ammoEft54539,"5.45×39mm - PS"
ammoEft54539Desc,"Đạn thường 5.45×39.\nĐạn cỡ trung bình với hiệu suất tốt. Sát thương và khả năng xuyên thấu ổn. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft54539AP,"5.45×39mm - BS"
ammoEft54539APDesc,"Đạn xuyên giáp 5.45×39.\nKhả năng xuyên thấu cao, đảm bảo xuyên thủng mọi loại giáp trừ những loại cấp cao nhất.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +17%"
ammoEft54539HP,"5.45×39mm - HP"
ammoEft54539HPDesc,"Đạn rỗng đầu 5.45×39.\nSát thương rất cao đối với các mục tiêu không mặc giáp nhưng gặp khó khăn khi sử dụng với thây ma có giáp.\n\nKích thước chồng: 350.\n\nGây 100% sát thương lên chi \n Độ giật: -3% \n Hao mòn độ bền: +0%"

ammoEft55645NATO,"5.56×45mm - M855"
ammoEft55645NATODesc,"Đạn thường 5.56×45.\nĐạn cỡ trung bình với hiệu suất tốt. Sát thương và khả năng xuyên thấu ổn. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 300\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +5% \n Hao mòn độ bền: +0%"
ammoEft55645NATOAP,"5.56×45mm - SSA AP"
ammoEft55645NATOAPDesc,"Đạn xuyên giáp 5.56×45.\nKhả năng xuyên thấu cao, đảm bảo xuyên thủng mọi loại giáp trừ những loại cấp cao nhất.\n\nKích thước chồng: 300\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +8% \n Hao mòn độ bền: +18%"
ammoEft55645NATOHP,"5.56×45mm - HP"
ammoEft55645NATOHPDesc,"Đạn rỗng đầu 5.56×45.\nSát thương rất cao đối với mục tiêu không mặc giáp nhưng gặp khó khăn khi đối đầu với thây ma có giáp.\n\nKích thước chồng: 300.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft300blk,".300 blk - BCP FMJ"
ammoEft300blkDesc,"Đạn thường .300 blackout.\nĐạn cỡ trung bình với hiệu suất tốt. Sát thương và khả năng xuyên thấu ổn. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft300blkAP,".300 blk - AP"
ammoEft300blkAPDesc,"Đạn xuyên giáp .300 blackout.\nKhả năng xuyên thấu cao, đảm bảo xuyên thủng mọi loại giáp trừ những loại cấp cao nhất.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +3% \n Hao mòn độ bền: +20%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft300blkHP,".300 blk - Whisper"
ammoEft300blkHPDesc,"Đạn rỗng đầu .300 blackout.\nSát thương rất cao đối với mục tiêu không mặc giáp nhưng gặp khó khăn khi đối đầu với thây ma có giáp.\n\nKích thước chồng: 350.\n\nGây 100% sát thương lên chi \n Độ giật: -5% \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."

ammoEft76239,"7.62×39mm - FMJ"
ammoEft76239Desc,"Đạn thường 7.62×39.\nĐạn cỡ trung bình với hiệu suất tốt. Sát thương và khả năng xuyên thấu ổn. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 300\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: -2% \n Hao mòn độ bền: +0%"
ammoEft76239AP,"7.62×39mm - MAI AP"
ammoEft76239APDesc,"Đạn xuyên giáp 7.62×39.\nKhả năng xuyên thấu cao, đảm bảo xuyên thủng mọi loại giáp trừ những loại cấp cao nhất.\n\nKích thước chồng: 300\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +21%"
ammoEft76239HP,"7.62×39mm - HP"
ammoEft76239HPDesc,"Đạn rỗng đầu 7.62×39.\nSát thương rất cao đối với mục tiêu không mặc giáp nhưng gặp khó khăn khi đối đầu với thây ma có giáp.\n\nKích thước chồng: 300\n\nGây 100% sát thương lên chi \n Độ giật: +5% \n Hao mòn độ bền: +0%"

ammoEft939,"9×39mm - SP-5"
ammoEft939Desc,"Đạn thường 9×39.\nĐạn cỡ trung bình với hiệu suất tốt. Sát thương và khả năng xuyên thấu ổn. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 250\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft939AP,"9×39mm - BP"
ammoEft939APDesc,"Đạn xuyên giáp 9×39.\nKhả năng xuyên thấu cao, đảm bảo xuyên thủng mọi loại giáp trừ những loại cấp cao nhất.\n\nKích thước chồng: 250\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +15% \n Hao mòn độ bền: +21%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft939HP,"9×39mm - FMJ"
ammoEft939HPDesc,"Đạn rỗng đầu 9×39.\nSát thương rất cao đối với mục tiêu không mặc giáp nhưng gặp khó khăn khi đối đầu với thây ma có giáp.\n\nKích thước chồng: 250\n\nGây 100% sát thương lên chi \n Độ giật: -5% \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."

ammoEft6851SIGHybrid,"6.8×51 - SIG Hybrid"
ammoEft6851SIGHybridDesc,"Đạn Hybrid dành cho súng Spear\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +23%"

ammoEft308ME,".308 - Marlin Express"
ammoEft308MEDesc,"Đạn .308 dành cho súng trường nạp đạn đòn bẩy (Lever Arch Rifle)\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft76251NATO,"7.62×51mm - BCP FMJ"
ammoEft76251NATODesc,"Đạn thường 7.62×51.\nĐạn tiêu chuẩn sức công phá mạnh với sát thương và khả năng xuyên thấu ổn định. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 200\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft76251NATOAP,"7.62×51mm - M993"
ammoEft76251NATOAPDesc,"Đạn xuyên giáp 7.62×51.\nKhả năng xuyên thấu cao, giúp tiêu diệt nhanh chóng thây ma có giáp nhưng đánh đổi bằng một phần sát thương thô.\n\nKích thước chồng: 200\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +6% \n Hao mòn độ bền: +23%"
ammoEft76251NATOHP,"7.62×51mm - Ultra Nosler"
ammoEft76251NATOHPDesc,"Đạn rỗng đầu 7.62×51.\nSát thương khủng khiếp lên các mục tiêu mềm nhưng khả năng xuyên giáp kém.\n\nKích thước chồng: 200.\n\nGây 100% sát thương lên chi \n Độ giật: -5% \n Hao mòn độ bền: +0%"

ammoEft76254R,"7.62×54R - FMJ"
ammoEft76254RDesc,"Đạn thường 7.62×54R.\nĐạn tiêu chuẩn sức công phá mạnh với sát thương và khả năng xuyên thấu ổn định. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 200\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft76254RAP,"7.62×54R - BS"
ammoEft76254RAPDesc,"Đạn xuyên giáp 7.62×54R.\nKhả năng xuyên thấu cao, giúp tiêu diệt nhanh chóng thây ma có giáp nhưng đánh đổi bằng một phần sát thương thô.\n\nKích thước chồng: 200\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +25%"
ammoEft76254RHP,"7.62×54R - HP BT"
ammoEft76254RHPDesc,"Đạn rỗng đầu 7.62×54R.\nSát thương khủng khiếp lên các mục tiêu mềm nhưng khả năng xuyên giáp kém.\n\nKích thước chồng: 200.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft12755PS12,"12.7×55mm - PS12"
ammoEft12755PS12Desc,"Đạn thường 12.7×55.\nĐạn tiêu chuẩn sức công phá mạnh với sát thương và khả năng xuyên thấu ổn định. Không hiệu quả đối với thây ma có giáp.\n\nKích thước chồng: 100\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +12%"
ammoEft12755PS12A,"12.7×55mm - PS12A"
ammoEft12755PS12ADesc,"Đạn rỗng đầu 12.7×55.\nSát thương khủng khiếp lên các mục tiêu mềm nhưng khả năng xuyên giáp kém.\n\nKích thước chồng: 100.\n\nGây 50% sát thương lên chi \n Độ giật: +15% \n Hao mòn độ bền: +42%"
ammoEft12755PS12B,"12.7×55mm - PS12B"
ammoEft12755PS12BDesc,"Đạn xuyên giáp 12.7×55.\nKhả năng xuyên thấu cao, giúp tiêu diệt nhanh chóng thây ma có giáp nhưng đánh đổi bằng một phần sát thương thô.\n\nKích thước chồng: 100\nCó thể xuyên qua một khối lên tới 2500 điểm máu.\n\nGây 100% sát thương lên chi \n Độ giật: -12% \n Hao mòn độ bền: +0%"

ammoEft338,".338 LM - FMJ"
ammoEft338Desc,"Đạn thường .338 Lapua Magnum.\nĐạn tiêu chuẩn sức công phá cực mạnh với sát thương và xuyên thấu ổn định. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 100\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +20%"
ammoEft338AP,".338 LM - AP"
ammoEft338APDesc,"Đạn xuyên giáp .338 Lapua Magnum.\nKhả năng xuyên thấu cực cao, tiêu diệt nhanh thây ma có giáp nhưng đánh đổi sát thương thô.\n\nKích thước chồng: 100\nCó thể xuyên qua một khối lên tới 2500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +40%"
ammoEft338HP,".338 LM - TAC-X"
ammoEft338HPDesc,"Đạn rỗng đầu .338 Lapua Magnum.\nSát thương hủy diệt lên mục tiêu mềm nhưng xuyên giáp kém.\n\nKích thước chồng: 100.\n\nGây 100% sát thương lên chi \n Độ giật: -5% \n Hao mòn độ bền: +0%"

ammoEft50BMGSlap,"Đạn xuyên giáp .50SL BMG AP"
ammoEft50BMGSlapDesc,"Gây 50% sát thương lên chi \n Độ giật: +28% \n Hao mòn độ bền: +20%"
ammoEft50BMGHP,"Đạn .50 BMG HP"
ammoEft50BMGHPDesc,"Gây 100% sát thương lên chi \n Độ giật: +15% \n Hao mòn độ bền: +40%"

ammoEft76225mmTokarev,"7.62×25mm - Pst gzh"
ammoEft76225mmTokarevDesc,"Đạn thường 7.62×25.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 450\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft918mmPM,"9×18mm PM"
ammoEft918mmPMDesc,"Đạn thường 9×18.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 500\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft919mm,"9×19mm - Pst gzh"
ammoEft919mmDesc,"Đạn thường 9×19.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 400\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft919mmAP,"9×19mm - AP 6.3"
ammoEft919mmAPDesc,"Đạn xuyên giáp 9×19.\nKhả năng xuyên thấu ổn để phá giáp cấp thấp đến trung bình, nhưng sát thương cơ bản thấp hơn.\n\nKích thước chồng: 400\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +12%"
ammoEft919mmHP,"9×19mm - RIP"
ammoEft919mmHPDesc,"Đạn 9×19 RIP\nSát thương cao lên mục tiêu không giáp nhưng gặp khó khăn khi phá giáp.\n\nKích thước chồng: 400.\n\nGây 100% sát thương lên chi \n Độ giật: +5% \n Hao mòn độ bền: +0%"

ammoEft921mm,"9×21mm - PS"
ammoEft921mmDesc,"Đạn thường 9×21.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft921mmAP,"9×21mm - 7N42"
ammoEft921mmAPDesc,"Đạn xuyên giáp 9×21.\nKhả năng xuyên thấu ổn để phá giáp cấp thấp đến trung bình, nhưng sát thương cơ bản thấp hơn.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +14%"
ammoEft921mmHP,"9×21mm - PE"
ammoEft921mmHPDesc,"Đạn rỗng đầu 9×21.\nSát thương cao lên mục tiêu không giáp nhưng gặp khó khăn khi phá giáp.\n\nKích thước chồng: 350.\n\nGây 100% sát thương lên chi \n Độ giật: -5% \n Hao mòn độ bền: +0%"

ammoEft45ACP,".45 ACP - FMJ"
ammoEft45ACPDesc,"Đạn thường .45ACP.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft45ACPAP,".45 ACP - AP 6.3"
ammoEft45ACPAPDesc,"Đạn xuyên giáp .45ACP.\nKhả năng xuyên thấu ổn để phá giáp cấp thấp đến trung bình, nhưng sát thương cơ bản thấp hơn.\n\nKích thước chồng: 350\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +7% \n Hao mòn độ bền: +15%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."
ammoEft45ACPRIP,".45 ACP - RIP"
ammoEft45ACPRIPDesc,"Đạn .45ACP RIP\nSát thương cao lên mục tiêu không giáp nhưng gặp khó khăn khi phá giáp.\n\nKích thước chồng: 350.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%\nTốc độ cận âm, triệt tiêu tiếng ồn hiệu quả hơn."

ammoEft4630mmHK,"4.6×30mm - FMJ SX"
ammoEft4630mmHKDesc,"Đạn thường 4.6×30.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 550\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"
ammoEft4630mmHKAP,"4.6×30mm - AP SX"
ammoEft4630mmHKAPDesc,"Đạn xuyên giáp 4.6×30.\nKhả năng xuyên thấu ổn để phá giáp cấp thấp đến trung bình, nhưng sát thương cơ bản thấp hơn.\n\nKích thước chồng: 550\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +10%"
ammoEft4630mmHKHP,"4.6×30mm - Action SX"
ammoEft4630mmHKHPDesc,"Đạn rỗng đầu 4.6×30.\nSát thương cao lên mục tiêu không giáp nhưng gặp khó khăn khi phá giáp.\n\nKích thước chồng: 550.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft5728FN,"FN 5.7×28mm - SB193"
ammoEft5728FNDesc,"Đạn thường 5.7×28.\nĐạn nhẹ với hiệu suất trung bình. Sát thương và xuyên thấu khá ổn so với kích thước. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 550\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: -15% \n Hao mòn độ bền: +0%"
ammoEft5728FNAP,"FN 5.7×28mm - SS190"
ammoEft5728FNAPDesc,"Đạn xuyên giáp 5.7×28.\nKhả năng xuyên thấu ổn để phá giáp cấp thấp đến trung bình, nhưng sát thương cơ bản thấp hơn.\n\nKích thước chồng: 550\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +11%"
ammoEft5728FNHP,"FN 5.7×28mm - R37.F"
ammoEft5728FNHPDesc,"Đạn rỗng đầu 5.7×28.\nSát thương cao lên mục tiêu không giáp nhưng gặp khó khăn khi phá giáp.\n\nKích thước chồng: 550.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft50ae,".50 AE - FMJ"
ammoEft50aeDesc,"Đạn thường .50 Action Express.\nĐạn tiêu chuẩn sức công phá mạnh với sát thương và xuyên thấu ổn định. Không hiệu quả với thây ma có giáp.\n\nKích thước chồng: 100\nCó thể xuyên qua một khối lên tới 750 điểm máu.\n\nGây 50% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +0%"
ammoEft50aeHP,".50 AE - JHP"
ammoEft50aeHPDesc,"Đạn rỗng đầu .50 Action Express.\nSát thương hủy diệt lên mục tiêu mềm nhưng khả năng xuyên giáp kém.\n\nKích thước chồng: 100.\n\nGây 100% sát thương lên chi \n Độ giật: +5% \n Hao mòn độ bền: +0%"

ammoEft7mmShotgun,"Đạn chùm 7mm 12/70"
ammoEft7mmShotgunDesc,"Đạn chùm 7mm 12/70.\nGây sát thương cực cao lên tất cả mục tiêu mềm, nhưng gần như vô dụng trước thây ma có giáp, độ chính xác rất kém và sát thương giảm nhanh theo khoảng cách.\n\nKích thước chồng: 150.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEft20GBuck,"Đạn chùm 20/70"
ammoEft20GBuckDesc,"Đạn chùm 20/70.\nGây sát thương cực cao lên tất cả mục tiêu mềm, nhưng gần như vô dụng trước thây ma có giáp, độ chính xác rất kém và sát thương giảm nhanh theo khoảng cách.\n\nKích thước chồng: 150.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEftFlechetteShotgun,"Đạn Flechette 12/70"
ammoEftFlechetteShotgunDesc,"Đạn Flechette 12/70\nRất hiệu quả trước thây ma có giáp, nhưng tầm bắn và độ xuyên thấu thấp hơn đạn Slug AP-20.\n\nKích thước chồng: 150.\n\nGây 100% sát thương lên chi \n Độ giật: mặc định \n Hao mòn độ bền: +0%"

ammoEftAP20Slug,"Đạn Slug AP-20 12/70"
ammoEftAP20SlugDesc,"Đạn Slug 'AP-20' 12/70.\nRất hiệu quả trước thây ma có giáp. Độ chính xác cao hơn và có tầm bắn tối đa xa hơn.\n\nKích thước chồng: 150\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 100% sát thương lên chi \n Độ giật: +50% \n Hao mòn độ bền: +0%"

ammoEftShrapnel25Shotgun,"Đạn chùm Shrapnel-25 23×75mm"
ammoEftShrapnel25ShotgunDesc,"Đạn 'Shrap 25' 23×75.\nGây sát thương cực cao lên tất cả mục tiêu mềm, nhưng gần như vô dụng trước thây ma có giáp, độ chính xác rất kém và sát thương giảm nhanh theo khoảng cách.\n\nKích thước chồng: 150.\n\nGây 100% sát thương lên chi \n Độ giật: +10% \n Hao mòn độ bền: +0%"

ammoEftBarricadeSlug,"Đạn Slug 'Barrikada' 23×75mm"
ammoEftBarricadeSlugDesc,"Đạn 'Barrikada' 23×75.\nRất hiệu quả trước thây ma có giáp. Độ chính xác cao hơn và có tầm bắn tối đa xa hơn.\n\nKích thước chồng: 150\nCó thể xuyên qua một khối lên tới 1500 điểm máu.\n\nGây 100% sát thương lên chi \n Độ giật: +25% \n Hao mòn độ bền: +0%"

gunfn40gl,"Súng phóng lựu 40mm FN40GL Mk2"
gunfn40glDesc,"Trọng lượng: 3.6kg\nChế độ bắn: Bắn phát một\nĐộ linh hoạt cơ bản: 52[-]\n[FFEB04]Đạn tương thích:[-]\n[00FF00]EFTX: [-][FFFFFF] Lựu đạn 40×46mm M381 (HE), 40×46mm M576 MPB[-]\n\nSửa chữa bằng [D3CE1D]Bộ sửa chữa súng phóng lựu[-]"

gunchinalake,"Súng phóng lựu nạp bơm 40mm Chinalake"
gunchinalakeDesc,"Trọng lượng: 4.63kg\nChế độ bắn: Nạp bơm\nĐộ linh hoạt cơ bản: 40[-]\n[FFEB04]Đạn tương thích:[-]\n[00FF00]EFTX: [-][FFFFFF] Lựu đạn 40×46mm M381 (HE), 40×46mm M576 MPB[-]\n\nSửa chữa bằng [D3CE1D]Bộ sửa chữa súng phóng lựu[-]"

gunrpg26,"Súng phóng tên lửa 72.5mm 'RPG-26' RShG-2"
gunrpg26Desc,"Trọng lượng: 4.0kg\nChế độ bắn: Bắn phát một\nĐộ linh hoạt cơ bản: 32[-]\n[FFEB04]Đạn tương thích:[-]\n[00FF00]EFTX: [-][FFFFFF] Đầu đạn SHG-725[-]\n\nSửa chữa bằng [D3CE1D]Bộ sửa chữa súng phóng lựu[-]"

gunm32a1mgl,"Súng phóng lựu 40mm Milkor M32A1 MSGL"
gunm32a1mglDesc,"Trọng lượng: 5.475kg\nChế độ bắn: Bán tự động\nĐộ linh hoạt cơ bản: 24[-]\n[FFEB04]Đạn tương thích:[-]\n[00FF00]EFTX: [-][FFFFFF] Lựu đạn 40×46mm M381 (HE), 40×46mm M576 MPB[-]\n\nSửa chữa bằng [D3CE1D]Bộ sửa chữa súng phóng lựu[-]"

gunrpg7,"Súng phóng tên lửa 93x40 'RPG-7' Bazalt"
gunrpg7Desc,"Trọng lượng: 9.2kg\nChế độ bắn: Bắn phát một\nĐộ linh hoạt cơ bản: 20[-]\n[FFEB04]Đạn tương thích:[-]\n[00FF00]EFTX: [-][FFFFFF] Đầu đạn PG-7VL[-]\n\nSửa chữa bằng [D3CE1D]Bộ sửa chữa súng phóng lựu[-]"

GrenadeImpactRGN,"Lựu đạn ném M67 (Nổ chậm)"
GrenadeImpactRGNDesc,"Lựu đạn ném M67 nổ chậm với thời gian ngòi nổ 5 giây.\nKích hoạt bằng [action:local:Secondary]\nNém bằng [action:local:Primary]\nBán kính sát thương tử vong: [F44336]5 mét (tương đương 5 khối)\nBán kính an toàn: +10 mét (tương đương 10 khối)"
GrenadeM67,"Lựu đạn ném va chạm RGN"
GrenadeM67Desc,"Lựu đạn ném cơ chế va chạm RGN sẽ nổ ngay khi chạm mục tiêu.\nKích hoạt bằng [action:local:Secondary]\nNém bằng [action:local:Primary]\nBán kính sát thương tử vong: [F44336]3.5 mét (tương đương 3.5 khối)\nBán kính an toàn: +7 mét (tương đương 7 khối)"

bundleGrenadebox,"Hộp lựu đạn"
bundleGrenadeboxDesc,"Một hộp lựu đạn kiên cố chứa đựng những bất ngờ đầy chất nổ. Cầm cẩn thận! Hoặc cứ làm rơi đi.. chuyện gì tệ nhất có thể xảy ra chứ?"
